yyyy-mm,departure_port,departure_lon,departure_lat,arrival_port,arrival_lon,arrival_lat,route,nonimal_fare_(AUD),real_fare_(AUD)
2020-Dec,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,249,289
2020-Dec,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,738,857
2020-Dec,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,178,207
2020-Dec,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,378,439
2020-Dec,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,384,446
2020-Dec,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,798,927
2020-Dec,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,1008,1171
2020-Dec,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,611,710
2020-Dec,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,166,193
2020-Dec,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,106,123
2020-Dec,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,261,303
2020-Dec,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,608,706
2020-Dec,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,238,276
2020-Dec,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,541,628
2020-Aug,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,468,548
2020-Aug,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,236,276
2020-Aug,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,548,642
2020-Aug,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,912,1068
2020-Aug,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,130,152
2020-Aug,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,578,677
2020-Aug,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,172,202
2020-Aug,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,430,504
2020-Aug,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,538,630
2020-Aug,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,277,324
2020-Aug,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,198,232
2020-Aug,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,690,808
2020-Aug,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,158,185
2020-Aug,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,378,443
2020-Aug,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,469,549
2020-Aug,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,310,363
2020-Aug,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,598,700
2020-Aug,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,222,260
2020-Aug,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,156,183
2020-Aug,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,183,214
2020-Aug,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,618,724
2020-Aug,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,231,271
2020-Aug,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,674,789
2020-Apr,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,130,155
2020-Apr,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,162,193
2020-Apr,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,650,773
2020-Apr,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,369,439
2020-Apr,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,690,821
2020-Apr,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,144,171
2020-Apr,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,434,516
2020-Apr,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,384,457
2020-Apr,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,218,259
2020-Apr,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,128,152
2020-Apr,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,618,735
2020-Apr,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,146,174
2020-Apr,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,781,929
2019-Sep,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,628,741
2019-Sep,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,352,415
2019-Sep,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,536,632
2019-Sep,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,478,564
2019-Sep,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,179,211
2019-Sep,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,367,433
2019-Sep,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,225,265
2019-Sep,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,266,314
2019-Sep,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,230,271
2019-Sep,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,333,393
2019-Sep,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,219,258
2019-Sep,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,660,778
2019-Sep,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,147,173
2019-Sep,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,250,295
2019-Sep,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,310,366
2019-Sep,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,535,631
2019-Sep,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,738,870
2019-Sep,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,430,507
2019-Sep,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,118,139
2019-Sep,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,194,229
2019-Sep,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,188,222
2019-Sep,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,400,472
2019-Sep,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,161,190
2019-Sep,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,494,583
2019-Oct,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,568,665
2019-Oct,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,244,286
2019-Oct,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,536,628
2019-Oct,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,384,450
2019-Oct,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,110,129
2019-Oct,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,344,403
2019-Oct,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,177,207
2019-Oct,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,226,265
2019-Oct,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,239,280
2019-Oct,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,333,390
2019-Oct,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,194,227
2019-Oct,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,660,773
2019-Oct,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,130,152
2019-Oct,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,195,228
2019-Oct,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,310,363
2019-Oct,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,409,479
2019-Oct,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,609,713
2019-Oct,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,348,408
2019-Oct,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,131,153
2019-Oct,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,123,144
2019-Oct,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,208,244
2019-Oct,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,354,415
2019-Oct,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,149,174
2019-Oct,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,420,492
2019-Nov,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,508,595
2019-Nov,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,232,272
2019-Nov,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,470,551
2019-Nov,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,448,525
2019-Nov,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,172,201
2019-Nov,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,424,497
2019-Nov,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,188,220
2019-Nov,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,236,276
2019-Nov,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,285,334
2019-Nov,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,402,471
2019-Nov,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,242,283
2019-Nov,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,715,837
2019-Nov,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,140,164
2019-Nov,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,226,265
2019-Nov,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,310,363
2019-Nov,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,425,498
2019-Nov,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,458,536
2019-Nov,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,378,443
2019-Nov,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,120,140
2019-Nov,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,134,157
2019-Nov,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,200,234
2019-Nov,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,392,459
2019-Nov,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,154,180
2019-Nov,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,444,520
2019-May,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,709,841
2019-May,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,180,213
2019-May,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,470,557
2019-May,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,478,567
2019-May,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,106,126
2019-May,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,317,376
2019-May,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,130,154
2019-May,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,418,496
2019-May,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,229,271
2019-May,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,190,225
2019-May,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,170,201
2019-May,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,660,783
2019-May,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,115,136
2019-May,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,175,207
2019-May,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,310,368
2019-May,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,366,434
2019-May,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,776,920
2019-May,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,483,573
2019-May,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,94,111
2019-May,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,169,200
2019-May,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,324,384
2019-May,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,274,325
2019-May,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,125,148
2019-May,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,375,445
2019-Mar,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,510,608
2019-Mar,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,212,253
2019-Mar,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,504,601
2019-Mar,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,318,379
2019-Mar,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,132,158
2019-Mar,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,566,675
2019-Mar,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,204,243
2019-Mar,Alice Springs,-23.698,133.8807,Darwin,130.8456,-12.4634,Alice Springs - Darwin,650,775
2019-Mar,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,418,499
2019-Mar,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,245,292
2019-Mar,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,321,383
2019-Mar,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,174,207
2019-Mar,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,599,715
2019-Mar,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,146,174
2019-Mar,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,195,233
2019-Mar,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,310,370
2019-Mar,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,448,534
2019-Mar,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,719,858
2019-Mar,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,318,379
2019-Mar,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,118,141
2019-Mar,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,106,126
2019-Mar,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,184,220
2019-Mar,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,340,405
2019-Mar,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,141,168
2019-Mar,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,380,453
2019-Jun,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,540,640
2019-Jun,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,212,251
2019-Jun,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,394,467
2019-Jun,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,705,836
2019-Jun,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,118,140
2019-Jun,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,433,513
2019-Jun,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,162,192
2019-Jun,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,418,496
2019-Jun,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,420,498
2019-Jun,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,367,435
2019-Jun,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,188,223
2019-Jun,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,660,783
2019-Jun,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,147,174
2019-Jun,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,170,201
2019-Jun,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,310,368
2019-Jun,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,469,556
2019-Jun,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,828,982
2019-Jun,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,534,633
2019-Jun,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,109,129
2019-Jun,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,94,111
2019-Jun,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,205,243
2019-Jun,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,420,498
2019-Jun,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,148,176
2019-Jun,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,450,533
2019-Jul,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,584,689
2019-Jul,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,180,212
2019-Jul,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,504,594
2019-Jul,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,494,583
2019-Jul,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,132,156
2019-Jul,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,507,598
2019-Jul,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,192,226
2019-Jul,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,226,266
2019-Jul,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,250,295
2019-Jul,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,364,429
2019-Jul,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,209,246
2019-Jul,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,660,778
2019-Jul,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,131,154
2019-Jul,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,230,271
2019-Jul,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,310,366
2019-Jul,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,649,765
2019-Jul,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,776,915
2019-Jul,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,492,580
2019-Jul,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,102,120
2019-Jul,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,94,111
2019-Jul,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,239,282
2019-Jul,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,305,360
2019-Jul,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,125,147
2019-Jul,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,325,383
2019-Jan,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,458,546
2019-Jan,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,198,236
2019-Jan,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,470,561
2019-Jan,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,318,379
2019-Jan,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,130,155
2019-Jan,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,423,505
2019-Jan,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,177,211
2019-Jan,Alice Springs,-23.698,133.8807,Darwin,130.8456,-12.4634,Alice Springs - Darwin,650,775
2019-Jan,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,418,499
2019-Jan,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,260,310
2019-Jan,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,334,398
2019-Jan,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,178,212
2019-Jan,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,650,775
2019-Jan,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,140,167
2019-Jan,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,170,203
2019-Jan,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,310,370
2019-Jan,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,338,403
2019-Jan,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,708,845
2019-Jan,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,293,350
2019-Jan,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,116,138
2019-Jan,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,118,141
2019-Jan,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,206,246
2019-Jan,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,360,429
2019-Jan,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,139,166
2019-Jan,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,370,441
2019-Feb,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,518,618
2019-Feb,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,198,236
2019-Feb,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,404,482
2019-Feb,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,328,391
2019-Feb,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,128,153
2019-Feb,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,324,387
2019-Feb,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,184,219
2019-Feb,Alice Springs,-23.698,133.8807,Darwin,130.8456,-12.4634,Alice Springs - Darwin,514,613
2019-Feb,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,374,446
2019-Feb,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,222,265
2019-Feb,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,297,354
2019-Feb,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,188,224
