yyyy-mm,departure_port,departure_lon,departure_lat,arrival_port,arrival_lon,arrival_lat,route,nonimal_fare_(AUD),real_fare_(AUD),normalized_nominal_fare,normalized_real_fare
2011-Jan,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,404,559,0.24335106382978725,0.31941808981657177
2011-Jan,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,138,191,0.06648936170212766,0.0866540164452878
2011-Jan,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,72,99,0.022606382978723406,0.028462998102466792
2011-Jan,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,137,190,0.06582446808510638,0.08602150537634409
2011-Jan,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,184,254,0.09707446808510638,0.1265022137887413
2011-Jan,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,548,759,0.3390957446808511,0.4459203036053131
2011-Jan,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,418,579,0.2526595744680851,0.33206831119544594
2011-Jan,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,66,91,0.018617021276595744,0.02340290955091714
2011-Jan,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,55,76,0.011303191489361703,0.013915243516761544
2011-Jan,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,208,288,0.11303191489361702,0.14800759013282733
2011-Jan,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,238,330,0.13297872340425532,0.174573055028463
2011-Jan,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,66,92,0.018617021276595744,0.02403542061986085
2011-Jan,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,337,467,0.1988031914893617,0.2612270714737508
2011-Feb,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,476,659,0.2912234042553192,0.38266919671094246
2011-Feb,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,248,343,0.13962765957446807,0.1827956989247312
2011-Feb,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,282,390,0.1622340425531915,0.2125237191650854
2011-Feb,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,358,496,0.2127659574468085,0.27956989247311825
2011-Feb,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,69,96,0.020611702127659573,0.026565464895635674
2011-Feb,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,353,489,0.20944148936170212,0.27514231499051234
2011-Feb,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,98,136,0.0398936170212766,0.05186590765338393
2011-Feb,Alice Springs,-23.698,133.8807,Darwin,130.8456,-12.4634,Alice Springs - Darwin,487,674,0.29853723404255317,0.39215686274509803
2011-Feb,Alice Springs,-23.698,133.8807,Melbourne,144.9631,-37.8136,Alice Springs - Melbourne,418,579,0.2526595744680851,0.33206831119544594
2011-Feb,Alice Springs,-23.698,133.8807,Sydney,151.2093,-33.8688,Alice Springs - Sydney,484,670,0.29654255319148937,0.38962681846932323
2011-Feb,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,218,302,0.1196808510638298,0.1568627450980392
2011-Feb,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,358,496,0.2127659574468085,0.27956989247311825
2011-Feb,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,138,191,0.06648936170212766,0.0866540164452878
2011-Feb,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,338,468,0.19946808510638298,0.2618595825426945
2011-Feb,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,78,108,0.026595744680851064,0.03415559772296015
2011-Feb,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,72,100,0.022606382978723406,0.0290955091714105
2011-Feb,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,176,244,0.09175531914893617,0.12017710309930424
2011-Feb,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,298,413,0.17287234042553193,0.22707147375079065
2011-Feb,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,444,615,0.2699468085106383,0.3548387096774194
2011-Feb,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,348,482,0.20611702127659576,0.27071473750790637
2011-Feb,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,98,136,0.0398936170212766,0.05186590765338393
2011-Feb,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,68,94,0.0199468085106383,0.02530044275774826
2011-Feb,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,198,274,0.10638297872340426,0.13915243516761544
2011-Feb,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,248,343,0.13962765957446807,0.1827956989247312
2011-Feb,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,78,108,0.026595744680851064,0.03415559772296015
2011-Feb,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,316,438,0.1848404255319149,0.2428842504743833
2011-Dec,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,499,681,0.3065159574468085,0.396584440227704
2011-Dec,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,404,551,0.24335106382978725,0.3143580012650221
2011-Dec,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,470,641,0.2872340425531915,0.3712839974699557
2011-Dec,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,478,652,0.2925531914893617,0.3782416192283365
2011-Dec,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,268,366,0.1529255319148936,0.19734345351043645
2011-Dec,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,598,816,0.3723404255319149,0.4819734345351044
2011-Dec,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,298,406,0.17287234042553193,0.2226438962681847
2011-Dec,Alice Springs,-23.698,133.8807,Darwin,130.8456,-12.4634,Alice Springs - Darwin,558,761,0.34574468085106386,0.4471853257432005
2011-Dec,Alice Springs,-23.698,133.8807,Melbourne,144.9631,-37.8136,Alice Springs - Melbourne,768,1047,0.4853723404255319,0.6280834914611005
2011-Dec,Alice Springs,-23.698,133.8807,Sydney,151.2093,-33.8688,Alice Springs - Sydney,913,1245,0.581781914893617,0.7533206831119544
2011-Dec,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,228,311,0.12632978723404256,0.16255534471853259
2011-Dec,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,443,604,0.269281914893617,0.3478810879190386
2011-Dec,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,160,218,0.08111702127659574,0.10373181530676787
2011-Dec,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,456,622,0.2779255319148936,0.3592662871600253
2011-Dec,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,248,338,0.13962765957446807,0.17963314358001264
2011-Dec,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,228,311,0.12632978723404256,0.16255534471853259
2011-Dec,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,198,270,0.10638297872340426,0.1366223908918406
2011-Dec,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,383,522,0.2293882978723404,0.29601518026565465
2011-Dec,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,396,540,0.23803191489361702,0.30740037950664134
2011-Dec,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,528,720,0.3257978723404255,0.42125237191650855
2011-Dec,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,178,243,0.09308510638297872,0.11954459203036052
2011-Dec,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,268,366,0.1529255319148936,0.19734345351043645
2011-Dec,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,308,420,0.17952127659574468,0.2314990512333966
2011-Dec,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,460,627,0.28058510638297873,0.36242884250474383
2011-Dec,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,250,341,0.14095744680851063,0.18153067678684376
2011-Dec,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,578,788,0.35904255319148937,0.46426312460468055
2011-Aug,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,418,570,0.2526595744680851,0.32637571157495254
2011-Aug,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,278,379,0.1595744680851064,0.20556609740670462
2011-Aug,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,330,450,0.19414893617021275,0.2504743833017078
2011-Aug,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,408,556,0.24601063829787234,0.31752055660974066
2011-Aug,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,148,202,0.07313829787234043,0.09361163820366857
2011-Aug,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,370,505,0.22074468085106383,0.28526249209361165
2011-Aug,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,133,181,0.06316489361702128,0.08032890575585072
2011-Aug,Alice Springs,-23.698,133.8807,Darwin,130.8456,-12.4634,Alice Springs - Darwin,618,843,0.38563829787234044,0.4990512333965844
2011-Aug,Alice Springs,-23.698,133.8807,Melbourne,144.9631,-37.8136,Alice Springs - Melbourne,598,816,0.3723404255319149,0.4819734345351044
2011-Aug,Alice Springs,-23.698,133.8807,Sydney,151.2093,-33.8688,Alice Springs - Sydney,698,952,0.43882978723404253,0.5679949399114484
2011-Aug,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,218,297,0.1196808510638298,0.15370018975332067
2011-Aug,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,378,516,0.22606382978723405,0.2922201138519924
2011-Aug,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,238,325,0.13297872340425532,0.17141049968374447
2011-Aug,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,166,226,0.0851063829787234,0.10879190385831752
2011-Aug,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,158,216,0.0797872340425532,0.10246679316888045
2011-Aug,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,210,286,0.11436170212765957,0.1467425679949399
2011-Aug,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,198,270,0.10638297872340426,0.1366223908918406
2011-Aug,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,367,501,0.21875,0.2827324478178368
2011-Aug,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,396,540,0.23803191489361702,0.30740037950664134
2011-Aug,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,498,679,0.3058510638297872,0.3953194180898166
2011-Aug,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,148,202,0.07313829787234043,0.09361163820366857
2011-Aug,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,158,216,0.0797872340425532,0.10246679316888045
2011-Aug,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,178,243,0.09308510638297872,0.11954459203036052
2011-Aug,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,398,543,0.2393617021276596,0.3092979127134725
2011-Aug,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,148,202,0.07313829787234043,0.09361163820366857
2011-Aug,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,173,236,0.08976063829787234,0.11511701454775458
2011-Apr,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,471,646,0.2878989361702128,0.37444655281467426
2011-Apr,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,328,450,0.19281914893617022,0.2504743833017078
2011-Apr,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,340,467,0.20079787234042554,0.2612270714737508
2011-Apr,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,348,477,0.20611702127659576,0.2675521821631879
2011-Apr,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,70,96,0.02127659574468085,0.026565464895635674
2011-Apr,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,398,546,0.2393617021276596,0.3111954459203036
2011-Apr,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,180,247,0.09441489361702128,0.12207463630613535
2011-Apr,Alice Springs,-23.698,133.8807,Darwin,130.8456,-12.4634,Alice Springs - Darwin,556,763,0.34441489361702127,0.4484503478810879
2011-Apr,Alice Springs,-23.698,133.8807,Melbourne,144.9631,-37.8136,Alice Springs - Melbourne,440,604,0.26728723404255317,0.3478810879190386
2011-Apr,Alice Springs,-23.698,133.8807,Sydney,151.2093,-33.8688,Alice Springs - Sydney,606,831,0.3776595744680851,0.49146110056925996
2011-Apr,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,218,299,0.1196808510638298,0.1549652118912081
2011-Apr,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,378,519,0.22606382978723405,0.29411764705882354
2011-Apr,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,200,274,0.1077127659574468,0.13915243516761544
2011-Apr,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,448,615,0.2726063829787234,0.3548387096774194
2011-Apr,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,70,96,0.02127659574468085,0.026565464895635674
2011-Apr,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,100,137,0.041223404255319146,0.05249841872232764
2011-Apr,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,190,261,0.10106382978723404,0.13092979127134724
2011-Apr,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,428,587,0.25930851063829785,0.3371283997469956
2011-Apr,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,470,645,0.2872340425531915,0.3738140417457306
2011-Apr,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,538,738,0.3324468085106383,0.43263757115749524
2011-Apr,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,130,178,0.061170212765957445,0.0784313725490196
2011-Apr,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,178,244,0.09308510638297872,0.12017710309930424
2011-Apr,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,333,457,0.19614361702127658,0.2549019607843137
2011-Apr,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,300,412,0.17420212765957446,0.22643896268184693
2011-Apr,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,70,96,0.02127659574468085,0.026565464895635674
2011-Apr,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,448,615,0.2726063829787234,0.3548387096774194
2010-Sep,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,539,760,0.33311170212765956,0.4465528146742568
2010-Sep,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,198,279,0.10638297872340426,0.14231499051233396
2010-Sep,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,297,419,0.17220744680851063,0.23086654016445288
2010-Sep,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,468,660,0.2859042553191489,0.38330170777988615
2010-Sep,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,108,152,0.04654255319148936,0.06198608475648324
2010-Sep,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,328,463,0.19281914893617022,0.25869702719797594
2010-Sep,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,128,180,0.0598404255319149,0.07969639468690702
2010-Sep,Alice Springs,-23.698,133.8807,Darwin,130.8456,-12.4634,Alice Springs - Darwin,610,860,0.3803191489361702,0.5098039215686274
2010-Sep,Alice Springs,-23.698,133.8807,Melbourne,144.9631,-37.8136,Alice Springs - Melbourne,458,646,0.27925531914893614,0.37444655281467426
2010-Sep,Alice Springs,-23.698,133.8807,Sydney,151.2093,-33.8688,Alice Springs - Sydney,658,928,0.4122340425531915,0.5528146742567995
2010-Sep,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,176,248,0.09175531914893617,0.12270714737507907
2010-Sep,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,358,505,0.2127659574468085,0.28526249209361165
2010-Sep,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,218,307,0.1196808510638298,0.16002530044275776
2010-Sep,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,537,757,0.331781914893617,0.44465528146742567
2010-Sep,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,158,223,0.0797872340425532,0.1068943706514864
2010-Sep,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,118,166,0.05319148936170213,0.07084123972169513
2010-Sep,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,178,251,0.09308510638297872,0.12460468058191018
2010-Sep,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,328,463,0.19281914893617022,0.25869702719797594
2010-Sep,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,498,702,0.3058510638297872,0.4098671726755218
2010-Sep,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,508,717,0.3125,0.41935483870967744
2010-Sep,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,128,180,0.0598404255319149,0.07969639468690702
2010-Sep,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,78,110,0.026595744680851064,0.03542061986084757
2010-Sep,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,198,279,0.10638297872340426,0.14231499051233396
2010-Sep,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,358,505,0.2127659574468085,0.28526249209361165
2010-Sep,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,88,124,0.03324468085106383,0.044275774826059454
2010-Sep,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,488,688,0.2992021276595745,0.4010120177103099
2010-Oct,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,431,605,0.2613031914893617,0.3485135989879823
2010-Oct,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,148,208,0.07313829787234043,0.09740670461733081
2010-Oct,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,266,374,0.15159574468085107,0.20240354206198607
2010-Oct,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,348,489,0.20611702127659576,0.27514231499051234
2010-Oct,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,78,109,0.026595744680851064,0.03478810879190386
2010-Oct,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,328,461,0.19281914893617022,0.25743200506008856
2010-Oct,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,118,166,0.05319148936170213,0.07084123972169513
2010-Oct,Alice Springs,-23.698,133.8807,Darwin,130.8456,-12.4634,Alice Springs - Darwin,584,820,0.363031914893617,0.4845034788108792
2010-Oct,Alice Springs,-23.698,133.8807,Melbourne,144.9631,-37.8136,Alice Springs - Melbourne,238,334,0.13297872340425532,0.17710309930423782
2010-Oct,Alice Springs,-23.698,133.8807,Sydney,151.2093,-33.8688,Alice Springs - Sydney,616,865,0.38430851063829785,0.512966476913346
2010-Oct,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,217,305,0.11901595744680851,0.15876027830487033
2010-Oct,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,377,530,0.22539893617021275,0.3010752688172043
2010-Oct,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,158,222,0.0797872340425532,0.1062618595825427
2010-Oct,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,458,643,0.27925531914893614,0.37254901960784315
2010-Oct,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,148,208,0.07313829787234043,0.09740670461733081
2010-Oct,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,88,124,0.03324468085106383,0.044275774826059454
2010-Oct,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,158,222,0.0797872340425532,0.1062618595825427
2010-Oct,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,178,250,0.09308510638297872,0.12397216951296648
2010-Oct,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,478,671,0.2925531914893617,0.3902593295382669
2010-Oct,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,428,601,0.25930851063829785,0.3459835547122075
2010-Oct,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,98,138,0.0398936170212766,0.05313092979127135
2010-Oct,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,78,109,0.026595744680851064,0.03478810879190386
2010-Oct,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,198,278,0.10638297872340426,0.14168247944339027
2010-Oct,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,298,418,0.17287234042553193,0.23023402909550916
2010-Oct,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,78,109,0.026595744680851064,0.03478810879190386
2010-Oct,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,378,531,0.22606382978723405,0.301707779886148
2010-Nov,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,462,649,0.28191489361702127,0.3763440860215054
2010-Nov,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,238,334,0.13297872340425532,0.17710309930423782
2010-Nov,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,268,376,0.1529255319148936,0.2036685641998735
2010-Nov,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,388,545,0.2327127659574468,0.3105629348513599
2010-Nov,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,58,81,0.013297872340425532,0.017077798861480076
2010-Nov,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,328,461,0.19281914893617022,0.25743200506008856
2010-Nov,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,59,83,0.013962765957446808,0.018342820999367487
2010-Nov,Alice Springs,-23.698,133.8807,Darwin,130.8456,-12.4634,Alice Springs - Darwin,522,733,0.32180851063829785,0.42947501581277675
2010-Nov,Alice Springs,-23.698,133.8807,Melbourne,144.9631,-37.8136,Alice Springs - Melbourne,188,264,0.09973404255319149,0.13282732447817835
2010-Nov,Alice Springs,-23.698,133.8807,Sydney,151.2093,-33.8688,Alice Springs - Sydney,543,763,0.3357712765957447,0.4484503478810879
2010-Nov,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,228,320,0.12632978723404256,0.16824794433902593
2010-Nov,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,377,530,0.22539893617021275,0.3010752688172043
2010-Nov,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,138,194,0.06648936170212766,0.08855154965211891
2010-Nov,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,458,643,0.27925531914893614,0.37254901960784315
2010-Nov,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,158,222,0.0797872340425532,0.1062618595825427
2010-Nov,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,78,109,0.026595744680851064,0.03478810879190386
2010-Nov,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,158,222,0.0797872340425532,0.1062618595825427
2010-Nov,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,198,278,0.10638297872340426,0.14168247944339027
2010-Nov,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,430,604,0.26063829787234044,0.3478810879190386
2010-Nov,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,458,643,0.27925531914893614,0.37254901960784315
2010-Nov,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,78,109,0.026595744680851064,0.03478810879190386
2010-Nov,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,68,95,0.0199468085106383,0.025932953826691967
