yyyy-mm,departure_port,departure_lon,departure_lat,arrival_port,arrival_lon,arrival_lat,route,nonimal_fare_(AUD),real_fare_(AUD),normalized_nominal_fare,normalized_real_fare
2021-Apr,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,133,152,0.06316489361702128,0.06198608475648324
2021-Apr,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,350,401,0.2074468085106383,0.21948134092346616
2020-Sep,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,468,548,0.2859042553191489,0.312460468058191
2020-Sep,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,298,349,0.17287234042553193,0.18659076533839342
2020-Sep,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,548,642,0.3390957446808511,0.3719165085388994
2020-Sep,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,618,724,0.38563829787234044,0.42378241619228335
2020-Sep,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,132,155,0.0625,0.06388361796331436
2020-Sep,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,578,677,0.35904255319148937,0.39405439595192915
2020-Sep,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,177,207,0.09242021276595745,0.0967741935483871
2020-Sep,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,430,504,0.26063829787234044,0.2846299810246679
2020-Sep,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,240,281,0.13430851063829788,0.14358001265022138
2020-Sep,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,303,355,0.1761968085106383,0.19038583175205567
2020-Sep,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,227,266,0.12566489361702127,0.13409234661606578
2020-Sep,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,690,808,0.43351063829787234,0.4769133459835547
2020-Sep,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,171,200,0.0884308510638298,0.09234661606578115
2020-Sep,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,378,443,0.22606382978723405,0.24604680581910182
2020-Sep,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,384,450,0.2300531914893617,0.2504743833017078
2020-Sep,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,433,507,0.26263297872340424,0.286527514231499
2020-Sep,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,598,700,0.3723404255319149,0.40860215053763443
2020-Sep,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,244,286,0.13696808510638298,0.1467425679949399
2020-Sep,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,141,165,0.06848404255319149,0.07020872865275142
2020-Sep,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,201,235,0.10837765957446809,0.11448450347881088
2020-Sep,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,618,724,0.38563829787234044,0.42378241619228335
2020-Sep,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,194,227,0.10372340425531915,0.10942441492726122
2020-Sep,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,674,789,0.4228723404255319,0.4648956356736243
2020-Oct,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,468,544,0.2859042553191489,0.3099304237824162
2020-Oct,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,368,427,0.21941489361702127,0.23592662871600253
2020-Oct,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,556,646,0.34441489361702127,0.37444655281467426
2020-Oct,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,414,481,0.25,0.2700822264389627
2020-Oct,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,151,175,0.07513297872340426,0.07653383934218849
2020-Oct,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,578,671,0.35904255319148937,0.3902593295382669
2020-Oct,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,262,304,0.14893617021276595,0.15812776723592664
2020-Oct,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,545,633,0.3371010638297872,0.36622390891840606
2020-Oct,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,274,318,0.15691489361702127,0.16698292220113853
2020-Oct,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,303,352,0.1761968085106383,0.18848829854522453
2020-Oct,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,238,276,0.13297872340425532,0.14041745730550284
2020-Oct,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,738,857,0.4654255319148936,0.5079063883617964
2020-Oct,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,165,192,0.08444148936170212,0.0872865275142315
2020-Oct,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,457,531,0.2785904255319149,0.301707779886148
2020-Oct,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,424,492,0.2566489361702128,0.27703984819734345
2020-Oct,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,300,348,0.17420212765957446,0.1859582542694497
2020-Oct,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,598,694,0.3723404255319149,0.40480708412397215
2020-Oct,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,314,365,0.18351063829787234,0.19671094244149273
2020-Oct,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,141,164,0.06848404255319149,0.06957621758380772
2020-Oct,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,150,174,0.07446808510638298,0.07590132827324478
2020-Oct,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,218,253,0.1196808510638298,0.12586970271979758
2020-Oct,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,618,718,0.38563829787234044,0.4199873497786211
2020-Oct,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,186,216,0.09840425531914894,0.10246679316888045
2020-Oct,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,674,783,0.4228723404255319,0.46110056925996207
2020-Nov,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,468,544,0.2859042553191489,0.3099304237824162
2020-Nov,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,364,423,0.21675531914893617,0.2333965844402277
2020-Nov,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,597,693,0.3716755319148936,0.40417457305502846
2020-Nov,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,588,683,0.36569148936170215,0.3978494623655914
2020-Nov,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,165,192,0.08444148936170212,0.0872865275142315
2020-Nov,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,678,787,0.425531914893617,0.46363061353573687
2020-Nov,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,216,251,0.11835106382978723,0.12460468058191018
2020-Nov,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,573,665,0.355718085106383,0.3864642631246047
2020-Nov,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,440,511,0.26728723404255317,0.2890575585072739
2020-Nov,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,541,628,0.33444148936170215,0.3630613535736875
2020-Nov,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,217,252,0.11901595744680851,0.1252371916508539
2020-Nov,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,738,857,0.4654255319148936,0.5079063883617964
2020-Nov,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,171,199,0.0884308510638298,0.09171410499683745
2020-Nov,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,378,439,0.22606382978723405,0.24351676154332702
2020-Nov,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,384,446,0.2300531914893617,0.24794433902593296
2020-Nov,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,348,404,0.20611702127659576,0.22137887413029728
2020-Nov,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,598,694,0.3723404255319149,0.40480708412397215
2020-Nov,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,382,444,0.22872340425531915,0.24667931688804554
2020-Nov,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,141,164,0.06848404255319149,0.06957621758380772
2020-Nov,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,132,153,0.0625,0.06261859582542695
2020-Nov,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,200,232,0.1077127659574468,0.11258697027197975
2020-Nov,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,618,718,0.38563829787234044,0.4199873497786211
2020-Nov,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,238,276,0.13297872340425532,0.14041745730550284
2020-Nov,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,658,764,0.4122340425531915,0.44908285895003164
2020-May,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,130,155,0.061170212765957445,0.06388361796331436
2020-May,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,162,193,0.08244680851063829,0.08791903858317521
2020-May,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,470,559,0.2872340425531915,0.31941808981657177
2020-May,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,650,773,0.40691489361702127,0.454775458570525
2020-May,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,226,269,0.125,0.1359898798228969
2020-May,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,144,171,0.07047872340425532,0.07400379506641366
2020-May,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,378,450,0.22606382978723405,0.2504743833017078
2020-May,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,384,457,0.2300531914893617,0.2549019607843137
2020-May,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,218,259,0.1196808510638298,0.12966476913345984
2020-May,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,151,180,0.07513297872340426,0.07969639468690702
2020-May,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,618,735,0.38563829787234044,0.4307400379506641
2020-May,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,192,228,0.1023936170212766,0.11005692599620494
2020-May,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,776,923,0.49069148936170215,0.549652118912081
2020-Mar,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,519,606,0.31981382978723405,0.349146110056926
2020-Mar,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,384,448,0.2300531914893617,0.24920936116382036
2020-Mar,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,548,640,0.3390957446808511,0.37065148640101203
2020-Mar,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,508,593,0.3125,0.34092346616065783
2020-Mar,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,193,225,0.10305851063829788,0.10815939278937381
2020-Mar,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,523,611,0.3224734042553192,0.3523086654016445
2020-Mar,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,280,327,0.16090425531914893,0.17267552182163187
2020-Mar,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,350,409,0.2074468085106383,0.22454142947501582
2020-Mar,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,694,810,0.43617021276595747,0.4781783681214421
2020-Mar,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,432,504,0.261968085106383,0.2846299810246679
2020-Mar,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,318,371,0.18617021276595744,0.20050600885515496
2020-Mar,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,815,951,0.5166223404255319,0.5673624288425048
2020-Mar,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,237,277,0.13231382978723405,0.14104996837444655
2020-Mar,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,243,284,0.1363031914893617,0.1454775458570525
2020-Mar,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,318,371,0.18617021276595744,0.20050600885515496
2020-Mar,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,409,477,0.2466755319148936,0.2675521821631879
2020-Mar,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,789,921,0.49933510638297873,0.5483870967741935
2020-Mar,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,659,769,0.4128989361702128,0.4522454142947502
2020-Mar,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,183,214,0.09640957446808511,0.10120177103099304
2020-Mar,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,198,231,0.10638297872340426,0.11195445920303605
2020-Mar,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,400,467,0.24069148936170212,0.2612270714737508
2020-Mar,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,504,588,0.3098404255319149,0.3377609108159393
2020-Mar,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,188,219,0.09973404255319149,0.10436432637571158
2020-Mar,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,635,741,0.39694148936170215,0.43453510436432635
2020-Jun,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,142,169,0.06914893617021277,0.07273877292852625
2020-Jun,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,578,688,0.35904255319148937,0.4010120177103099
2020-Jun,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,202,240,0.10904255319148937,0.11764705882352941
2020-Jun,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,470,559,0.2872340425531915,0.31941808981657177
2020-Jun,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,346,412,0.2047872340425532,0.22643896268184693
2020-Jun,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,184,219,0.09707446808510638,0.10436432637571158
2020-Jun,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,378,450,0.22606382978723405,0.2504743833017078
2020-Jun,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,384,457,0.2300531914893617,0.2549019607843137
2020-Jun,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,218,259,0.1196808510638298,0.12966476913345984
2020-Jun,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,139,165,0.06715425531914894,0.07020872865275142
2020-Jun,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,618,735,0.38563829787234044,0.4307400379506641
2020-Jun,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,190,226,0.10106382978723404,0.10879190385831752
2020-Jun,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,776,923,0.49069148936170215,0.549652118912081
2020-Jul,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,378,443,0.22606382978723405,0.24604680581910182
2020-Jul,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,467,547,0.28523936170212766,0.3118279569892473
2020-Jul,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,598,700,0.3723404255319149,0.40860215053763443
2020-Jul,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,1038,1216,0.6648936170212766,0.734977862112587
2020-Jul,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,134,157,0.06382978723404255,0.06514864010120178
2020-Jul,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,578,677,0.35904255319148937,0.39405439595192915
2020-Jul,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,150,176,0.07446808510638298,0.07716635041113219
2020-Jul,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,594,696,0.3696808510638298,0.4060721062618596
2020-Jul,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,684,801,0.4295212765957447,0.47248576850094876
2020-Jul,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,309,362,0.18018617021276595,0.19481340923466162
2020-Jul,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,230,269,0.1276595744680851,0.1359898798228969
2020-Jul,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,690,808,0.43351063829787234,0.4769133459835547
2020-Jul,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,151,177,0.07513297872340426,0.0777988614800759
2020-Jul,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,274,321,0.15691489361702127,0.16888045540796964
2020-Jul,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,321,376,0.18816489361702127,0.2036685641998735
2020-Jul,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,391,458,0.23470744680851063,0.25553447185325745
2020-Jul,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,598,700,0.3723404255319149,0.40860215053763443
2020-Jul,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,753,882,0.4753989361702128,0.523719165085389
2020-Jul,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,140,164,0.0678191489361702,0.06957621758380772
2020-Jul,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,147,172,0.07247340425531915,0.07463630613535736
2020-Jul,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,210,246,0.11436170212765957,0.12144212523719165
2020-Jul,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,694,813,0.43617021276595747,0.48007590132827327
2020-Jul,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,175,205,0.09109042553191489,0.09550917141049968
2020-Jul,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,674,789,0.4228723404255319,0.4648956356736243
2020-Jan,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,458,535,0.27925531914893614,0.30423782416192285
2020-Jan,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,268,313,0.1529255319148936,0.16382036685641999
2020-Jan,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,508,593,0.3125,0.34092346616065783
2020-Jan,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,324,378,0.1901595744680851,0.2049335863377609
2020-Jan,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,138,161,0.06648936170212766,0.06767868437697659
2020-Jan,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,419,489,0.2533244680851064,0.27514231499051234
2020-Jan,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,195,228,0.10438829787234043,0.11005692599620494
2020-Jan,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,210,245,0.11436170212765957,0.12080961416824794
2020-Jan,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,264,308,0.1502659574468085,0.16065781151170144
2020-Jan,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,310,362,0.18085106382978725,0.19481340923466162
2020-Jan,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,204,238,0.11037234042553191,0.116382036685642
2020-Jan,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,660,770,0.41356382978723405,0.45287792536369387
2020-Jan,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,150,175,0.07446808510638298,0.07653383934218849
2020-Jan,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,194,226,0.10372340425531915,0.10879190385831752
2020-Jan,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,198,231,0.10638297872340426,0.11195445920303605
2020-Jan,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,318,371,0.18617021276595744,0.20050600885515496
2020-Jan,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,438,511,0.26595744680851063,0.2890575585072739
2020-Jan,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,318,371,0.18617021276595744,0.20050600885515496
2020-Jan,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,133,155,0.06316489361702128,0.06388361796331436
2020-Jan,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,168,196,0.08643617021276596,0.08981657179000632
2020-Jan,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,266,311,0.15159574468085107,0.16255534471853259
2020-Jan,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,390,455,0.23404255319148937,0.25363693864642634
2020-Jan,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,156,182,0.07845744680851063,0.08096141682479444
2020-Jan,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,390,455,0.23404255319148937,0.25363693864642634
2020-Feb,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,468,546,0.2859042553191489,0.3111954459203036
2020-Feb,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,220,257,0.12101063829787234,0.1283997469955724
2020-Feb,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,521,608,0.3211436170212766,0.3504111321948134
2020-Feb,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,384,448,0.2300531914893617,0.24920936116382036
2020-Feb,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,167,195,0.08577127659574468,0.08918406072106262
2020-Feb,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,399,466,0.24002659574468085,0.2605945604048071
2020-Feb,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,198,231,0.10638297872340426,0.11195445920303605
2020-Feb,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,200,233,0.1077127659574468,0.11321948134092347
2020-Feb,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,244,285,0.13696808510638298,0.1461100569259962
2020-Feb,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,305,356,0.17752659574468085,0.19101834282099936
2020-Feb,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,198,231,0.10638297872340426,0.11195445920303605
2020-Feb,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,690,805,0.43351063829787234,0.4750158127767236
2020-Feb,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,150,175,0.07446808510638298,0.07653383934218849
2020-Feb,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,218,255,0.1196808510638298,0.127134724857685
2020-Feb,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,318,371,0.18617021276595744,0.20050600885515496
2020-Feb,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,409,477,0.2466755319148936,0.2675521821631879
2020-Feb,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,688,803,0.4321808510638298,0.4737507906388362
2020-Feb,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,405,473,0.2440159574468085,0.265022137887413
2020-Feb,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,110,128,0.047872340425531915,0.04680581910183428
2020-Feb,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,112,131,0.04920212765957447,0.048703352308665404
2020-Feb,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,251,293,0.14162234042553193,0.15117014547754587
